steps largest score
1.629000000000000000e+03 2.048000000000000000e+03 2.866800000000000000e+04
1.949000000000000000e+03 2.048000000000000000e+03 3.526000000000000000e+04
1.038000000000000000e+03 1.024000000000000000e+03 1.644400000000000000e+04
8.020000000000000000e+02 1.024000000000000000e+03 1.250800000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
9.270000000000000000e+02 1.024000000000000000e+03 1.479600000000000000e+04
1.022000000000000000e+03 1.024000000000000000e+03 1.614000000000000000e+04
1.045000000000000000e+03 1.024000000000000000e+03 1.650400000000000000e+04
1.010000000000000000e+03 1.024000000000000000e+03 1.602800000000000000e+04
1.582000000000000000e+03 2.048000000000000000e+03 2.804400000000000000e+04
1.052000000000000000e+03 1.024000000000000000e+03 1.656800000000000000e+04
1.554000000000000000e+03 2.048000000000000000e+03 2.774000000000000000e+04
1.614000000000000000e+03 2.048000000000000000e+03 2.849200000000000000e+04
1.067000000000000000e+03 1.024000000000000000e+03 1.676400000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
1.055000000000000000e+03 1.024000000000000000e+03 1.665200000000000000e+04
5.360000000000000000e+02 5.120000000000000000e+02 7.324000000000000000e+03
8.300000000000000000e+02 1.024000000000000000e+03 1.281200000000000000e+04
1.018000000000000000e+03 1.024000000000000000e+03 1.620400000000000000e+04
1.764000000000000000e+03 2.048000000000000000e+03 3.224000000000000000e+04
1.017000000000000000e+03 1.024000000000000000e+03 1.622400000000000000e+04
9.580000000000000000e+02 1.024000000000000000e+03 1.511600000000000000e+04
5.700000000000000000e+02 5.120000000000000000e+02 7.756000000000000000e+03
9.310000000000000000e+02 1.024000000000000000e+03 1.487600000000000000e+04
1.312000000000000000e+03 2.048000000000000000e+03 2.376000000000000000e+04
9.420000000000000000e+02 1.024000000000000000e+03 1.492400000000000000e+04
1.049000000000000000e+03 1.024000000000000000e+03 1.656000000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.656000000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
1.572000000000000000e+03 2.048000000000000000e+03 2.789600000000000000e+04
7.880000000000000000e+02 1.024000000000000000e+03 1.238400000000000000e+04
1.558000000000000000e+03 2.048000000000000000e+03 2.777200000000000000e+04
8.160000000000000000e+02 1.024000000000000000e+03 1.268800000000000000e+04
7.950000000000000000e+02 1.024000000000000000e+03 1.246000000000000000e+04
1.460000000000000000e+03 2.048000000000000000e+03 2.623200000000000000e+04
1.055000000000000000e+03 1.024000000000000000e+03 1.659200000000000000e+04
9.220000000000000000e+02 1.024000000000000000e+03 1.476000000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
1.029000000000000000e+03 1.024000000000000000e+03 1.631200000000000000e+04
1.684000000000000000e+03 2.048000000000000000e+03 3.107200000000000000e+04
1.435000000000000000e+03 2.048000000000000000e+03 2.602800000000000000e+04
1.545000000000000000e+03 2.048000000000000000e+03 2.759600000000000000e+04
1.077000000000000000e+03 1.024000000000000000e+03 1.685600000000000000e+04
1.342000000000000000e+03 2.048000000000000000e+03 2.407600000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660800000000000000e+04
2.980000000000000000e+02 2.560000000000000000e+02 3.340000000000000000e+03
1.052000000000000000e+03 1.024000000000000000e+03 1.657600000000000000e+04
1.069000000000000000e+03 1.024000000000000000e+03 1.676400000000000000e+04
1.510000000000000000e+03 2.048000000000000000e+03 2.713200000000000000e+04
1.058000000000000000e+03 1.024000000000000000e+03 1.666800000000000000e+04
2.840000000000000000e+02 2.560000000000000000e+02 3.216000000000000000e+03
9.950000000000000000e+02 1.024000000000000000e+03 1.584400000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.656000000000000000e+04
1.071000000000000000e+03 1.024000000000000000e+03 1.678400000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
1.035000000000000000e+03 1.024000000000000000e+03 1.642800000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
7.450000000000000000e+02 1.024000000000000000e+03 1.180800000000000000e+04
9.960000000000000000e+02 1.024000000000000000e+03 1.584800000000000000e+04
5.380000000000000000e+02 5.120000000000000000e+02 7.308000000000000000e+03
1.012000000000000000e+03 1.024000000000000000e+03 1.616000000000000000e+04
8.140000000000000000e+02 1.024000000000000000e+03 1.262000000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
1.441000000000000000e+03 2.048000000000000000e+03 2.607200000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
1.033000000000000000e+03 1.024000000000000000e+03 1.636000000000000000e+04
9.490000000000000000e+02 1.024000000000000000e+03 1.503200000000000000e+04
1.548000000000000000e+03 2.048000000000000000e+03 2.769600000000000000e+04
1.028000000000000000e+03 1.024000000000000000e+03 1.635200000000000000e+04
9.350000000000000000e+02 1.024000000000000000e+03 1.484800000000000000e+04
1.003000000000000000e+03 1.024000000000000000e+03 1.610400000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
5.370000000000000000e+02 5.120000000000000000e+02 7.304000000000000000e+03
1.049000000000000000e+03 1.024000000000000000e+03 1.660800000000000000e+04
1.072000000000000000e+03 1.024000000000000000e+03 1.679200000000000000e+04
1.112000000000000000e+03 1.024000000000000000e+03 1.732000000000000000e+04
1.000000000000000000e+03 1.024000000000000000e+03 1.588000000000000000e+04
1.058000000000000000e+03 1.024000000000000000e+03 1.666800000000000000e+04
5.300000000000000000e+02 5.120000000000000000e+02 7.280000000000000000e+03
9.200000000000000000e+02 1.024000000000000000e+03 1.472400000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
1.500000000000000000e+03 2.048000000000000000e+03 2.705600000000000000e+04
1.565000000000000000e+03 2.048000000000000000e+03 2.784800000000000000e+04
1.568000000000000000e+03 2.048000000000000000e+03 2.787200000000000000e+04
9.870000000000000000e+02 1.024000000000000000e+03 1.578800000000000000e+04
1.033000000000000000e+03 1.024000000000000000e+03 1.633200000000000000e+04
1.059000000000000000e+03 1.024000000000000000e+03 1.662800000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.653600000000000000e+04
8.070000000000000000e+02 1.024000000000000000e+03 1.254400000000000000e+04
1.072000000000000000e+03 1.024000000000000000e+03 1.681600000000000000e+04
9.890000000000000000e+02 1.024000000000000000e+03 1.578400000000000000e+04
1.332000000000000000e+03 2.048000000000000000e+03 2.392800000000000000e+04
1.047000000000000000e+03 1.024000000000000000e+03 1.651200000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
8.000000000000000000e+02 1.024000000000000000e+03 1.250000000000000000e+04
9.800000000000000000e+02 1.024000000000000000e+03 1.571200000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.660400000000000000e+04
1.082000000000000000e+03 1.024000000000000000e+03 1.700400000000000000e+04
1.325000000000000000e+03 2.048000000000000000e+03 2.386800000000000000e+04
1.049000000000000000e+03 1.024000000000000000e+03 1.655200000000000000e+04
1.539000000000000000e+03 2.048000000000000000e+03 2.761200000000000000e+04
5.600000000000000000e+02 5.120000000000000000e+02 7.512000000000000000e+03
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
9.560000000000000000e+02 1.024000000000000000e+03 1.510400000000000000e+04
1.060000000000000000e+03 1.024000000000000000e+03 1.663200000000000000e+04
9.810000000000000000e+02 1.024000000000000000e+03 1.572000000000000000e+04
9.790000000000000000e+02 1.024000000000000000e+03 1.570800000000000000e+04
8.180000000000000000e+02 1.024000000000000000e+03 1.270000000000000000e+04
7.990000000000000000e+02 1.024000000000000000e+03 1.249200000000000000e+04
1.038000000000000000e+03 1.024000000000000000e+03 1.645600000000000000e+04
1.007000000000000000e+03 1.024000000000000000e+03 1.595200000000000000e+04
1.049000000000000000e+03 1.024000000000000000e+03 1.652400000000000000e+04
1.064000000000000000e+03 1.024000000000000000e+03 1.673600000000000000e+04
1.764000000000000000e+03 2.048000000000000000e+03 3.223200000000000000e+04
1.794000000000000000e+03 2.048000000000000000e+03 3.266800000000000000e+04
1.018000000000000000e+03 1.024000000000000000e+03 1.620400000000000000e+04
1.302000000000000000e+03 2.048000000000000000e+03 2.366000000000000000e+04
1.024000000000000000e+03 1.024000000000000000e+03 1.627200000000000000e+04
1.996000000000000000e+03 2.048000000000000000e+03 3.614400000000000000e+04
1.556000000000000000e+03 2.048000000000000000e+03 2.775200000000000000e+04
9.960000000000000000e+02 1.024000000000000000e+03 1.585600000000000000e+04
1.059000000000000000e+03 1.024000000000000000e+03 1.667200000000000000e+04
1.524000000000000000e+03 2.048000000000000000e+03 2.743600000000000000e+04
8.350000000000000000e+02 1.024000000000000000e+03 1.284800000000000000e+04
8.550000000000000000e+02 1.024000000000000000e+03 1.318400000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
7.770000000000000000e+02 1.024000000000000000e+03 1.225600000000000000e+04
1.060000000000000000e+03 1.024000000000000000e+03 1.664800000000000000e+04
1.059000000000000000e+03 1.024000000000000000e+03 1.662800000000000000e+04
1.048000000000000000e+03 1.024000000000000000e+03 1.652000000000000000e+04
1.530000000000000000e+03 2.048000000000000000e+03 2.749600000000000000e+04
5.510000000000000000e+02 5.120000000000000000e+02 7.452000000000000000e+03
1.575000000000000000e+03 2.048000000000000000e+03 2.799600000000000000e+04
1.521000000000000000e+03 2.048000000000000000e+03 2.722800000000000000e+04
9.950000000000000000e+02 1.024000000000000000e+03 1.586800000000000000e+04
1.998000000000000000e+03 2.048000000000000000e+03 3.615600000000000000e+04
7.950000000000000000e+02 1.024000000000000000e+03 1.243200000000000000e+04
1.554000000000000000e+03 2.048000000000000000e+03 2.774000000000000000e+04
1.483000000000000000e+03 2.048000000000000000e+03 2.648800000000000000e+04
9.340000000000000000e+02 1.024000000000000000e+03 1.484400000000000000e+04
1.568000000000000000e+03 2.048000000000000000e+03 2.792000000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
1.068000000000000000e+03 1.024000000000000000e+03 1.676000000000000000e+04
1.573000000000000000e+03 2.048000000000000000e+03 2.797200000000000000e+04
5.430000000000000000e+02 5.120000000000000000e+02 7.360000000000000000e+03
5.750000000000000000e+02 5.120000000000000000e+02 7.696000000000000000e+03
9.650000000000000000e+02 1.024000000000000000e+03 1.552800000000000000e+04
9.260000000000000000e+02 1.024000000000000000e+03 1.479200000000000000e+04
1.060000000000000000e+03 1.024000000000000000e+03 1.668000000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.657200000000000000e+04
5.300000000000000000e+02 5.120000000000000000e+02 7.196000000000000000e+03
5.390000000000000000e+02 5.120000000000000000e+02 7.312000000000000000e+03
1.068000000000000000e+03 1.024000000000000000e+03 1.676000000000000000e+04
8.300000000000000000e+02 1.024000000000000000e+03 1.281200000000000000e+04
5.680000000000000000e+02 5.120000000000000000e+02 7.648000000000000000e+03
9.880000000000000000e+02 1.024000000000000000e+03 1.579200000000000000e+04
1.545000000000000000e+03 2.048000000000000000e+03 2.765600000000000000e+04
8.330000000000000000e+02 1.024000000000000000e+03 1.282800000000000000e+04
5.680000000000000000e+02 5.120000000000000000e+02 7.648000000000000000e+03
1.048000000000000000e+03 1.024000000000000000e+03 1.660400000000000000e+04
1.944000000000000000e+03 2.048000000000000000e+03 3.520800000000000000e+04
1.052000000000000000e+03 1.024000000000000000e+03 1.658000000000000000e+04
1.064000000000000000e+03 1.024000000000000000e+03 1.668000000000000000e+04
1.019000000000000000e+03 1.024000000000000000e+03 1.623600000000000000e+04
1.317000000000000000e+03 2.048000000000000000e+03 2.380000000000000000e+04
1.918000000000000000e+03 2.048000000000000000e+03 3.482800000000000000e+04
1.098000000000000000e+03 1.024000000000000000e+03 1.719600000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.668800000000000000e+04
5.120000000000000000e+02 5.120000000000000000e+02 6.928000000000000000e+03
9.880000000000000000e+02 1.024000000000000000e+03 1.576800000000000000e+04
9.280000000000000000e+02 1.024000000000000000e+03 1.480000000000000000e+04
9.920000000000000000e+02 1.024000000000000000e+03 1.582400000000000000e+04
5.450000000000000000e+02 5.120000000000000000e+02 7.384000000000000000e+03
1.506000000000000000e+03 2.048000000000000000e+03 2.710000000000000000e+04
1.094000000000000000e+03 1.024000000000000000e+03 1.714800000000000000e+04
1.714000000000000000e+03 2.048000000000000000e+03 3.141600000000000000e+04
1.548000000000000000e+03 2.048000000000000000e+03 2.769600000000000000e+04
6.790000000000000000e+02 1.024000000000000000e+03 1.079600000000000000e+04
8.020000000000000000e+02 1.024000000000000000e+03 1.250800000000000000e+04
1.039000000000000000e+03 1.024000000000000000e+03 1.646000000000000000e+04
9.250000000000000000e+02 1.024000000000000000e+03 1.478400000000000000e+04
1.048000000000000000e+03 1.024000000000000000e+03 1.654400000000000000e+04
1.559000000000000000e+03 2.048000000000000000e+03 2.780400000000000000e+04
5.520000000000000000e+02 5.120000000000000000e+02 7.432000000000000000e+03
1.069000000000000000e+03 1.024000000000000000e+03 1.677600000000000000e+04
1.764000000000000000e+03 2.048000000000000000e+03 3.223200000000000000e+04
1.334000000000000000e+03 2.048000000000000000e+03 2.399600000000000000e+04
1.069000000000000000e+03 1.024000000000000000e+03 1.688800000000000000e+04
1.048000000000000000e+03 1.024000000000000000e+03 1.652000000000000000e+04
5.430000000000000000e+02 5.120000000000000000e+02 7.372000000000000000e+03
1.064000000000000000e+03 1.024000000000000000e+03 1.668000000000000000e+04
1.583000000000000000e+03 2.048000000000000000e+03 2.816000000000000000e+04
1.503000000000000000e+03 2.048000000000000000e+03 2.708400000000000000e+04
1.035000000000000000e+03 1.024000000000000000e+03 1.642800000000000000e+04
5.760000000000000000e+02 5.120000000000000000e+02 7.704000000000000000e+03
9.810000000000000000e+02 1.024000000000000000e+03 1.572000000000000000e+04
9.200000000000000000e+02 1.024000000000000000e+03 1.474800000000000000e+04
1.559000000000000000e+03 2.048000000000000000e+03 2.780400000000000000e+04
1.015000000000000000e+03 1.024000000000000000e+03 1.606400000000000000e+04
1.319000000000000000e+03 2.048000000000000000e+03 2.380800000000000000e+04
1.015000000000000000e+03 1.024000000000000000e+03 1.617600000000000000e+04
7.910000000000000000e+02 1.024000000000000000e+03 1.241200000000000000e+04
9.890000000000000000e+02 1.024000000000000000e+03 1.580800000000000000e+04
1.047000000000000000e+03 1.024000000000000000e+03 1.651600000000000000e+04
1.563000000000000000e+03 2.048000000000000000e+03 2.783600000000000000e+04
1.060000000000000000e+03 1.024000000000000000e+03 1.663200000000000000e+04
8.110000000000000000e+02 1.024000000000000000e+03 1.265200000000000000e+04
1.561000000000000000e+03 2.048000000000000000e+03 2.781600000000000000e+04
1.458000000000000000e+03 2.048000000000000000e+03 2.626800000000000000e+04
1.811000000000000000e+03 2.048000000000000000e+03 3.286400000000000000e+04
1.694000000000000000e+03 2.048000000000000000e+03 3.116400000000000000e+04
5.980000000000000000e+02 5.120000000000000000e+02 8.300000000000000000e+03
1.801000000000000000e+03 2.048000000000000000e+03 3.277600000000000000e+04
1.805000000000000000e+03 2.048000000000000000e+03 3.282400000000000000e+04
5.410000000000000000e+02 5.120000000000000000e+02 7.360000000000000000e+03
1.011000000000000000e+03 1.024000000000000000e+03 1.615600000000000000e+04
1.070000000000000000e+03 1.024000000000000000e+03 1.678000000000000000e+04
1.027000000000000000e+03 1.024000000000000000e+03 1.629200000000000000e+04
9.480000000000000000e+02 1.024000000000000000e+03 1.504400000000000000e+04
9.780000000000000000e+02 1.024000000000000000e+03 1.570400000000000000e+04
1.534000000000000000e+03 2.048000000000000000e+03 2.751600000000000000e+04
5.280000000000000000e+02 5.120000000000000000e+02 7.244000000000000000e+03
8.320000000000000000e+02 1.024000000000000000e+03 1.282400000000000000e+04
1.310000000000000000e+03 2.048000000000000000e+03 2.374000000000000000e+04
1.030000000000000000e+03 1.024000000000000000e+03 1.634000000000000000e+04
9.920000000000000000e+02 1.024000000000000000e+03 1.582800000000000000e+04
1.696000000000000000e+03 2.048000000000000000e+03 3.118400000000000000e+04
9.160000000000000000e+02 1.024000000000000000e+03 1.468800000000000000e+04
1.545000000000000000e+03 2.048000000000000000e+03 2.765600000000000000e+04
1.320000000000000000e+03 2.048000000000000000e+03 2.384000000000000000e+04
1.016000000000000000e+03 1.024000000000000000e+03 1.619200000000000000e+04
1.283000000000000000e+03 2.048000000000000000e+03 2.334000000000000000e+04
8.320000000000000000e+02 1.024000000000000000e+03 1.282400000000000000e+04
1.049000000000000000e+03 1.024000000000000000e+03 1.652400000000000000e+04
8.190000000000000000e+02 1.024000000000000000e+03 1.270400000000000000e+04
1.071000000000000000e+03 1.024000000000000000e+03 1.690800000000000000e+04
1.030000000000000000e+03 1.024000000000000000e+03 1.631600000000000000e+04
1.571000000000000000e+03 2.048000000000000000e+03 2.788800000000000000e+04
9.820000000000000000e+02 1.024000000000000000e+03 1.572400000000000000e+04
1.697000000000000000e+03 2.048000000000000000e+03 3.119200000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
5.450000000000000000e+02 5.120000000000000000e+02 7.380000000000000000e+03
9.280000000000000000e+02 1.024000000000000000e+03 1.480000000000000000e+04
7.850000000000000000e+02 1.024000000000000000e+03 1.236800000000000000e+04
1.074000000000000000e+03 1.024000000000000000e+03 1.693600000000000000e+04
7.920000000000000000e+02 1.024000000000000000e+03 1.241600000000000000e+04
1.576000000000000000e+03 2.048000000000000000e+03 2.794400000000000000e+04
9.660000000000000000e+02 1.024000000000000000e+03 1.559200000000000000e+04
1.071000000000000000e+03 1.024000000000000000e+03 1.678400000000000000e+04
9.850000000000000000e+02 1.024000000000000000e+03 1.577600000000000000e+04
1.316000000000000000e+03 2.048000000000000000e+03 2.381200000000000000e+04
5.650000000000000000e+02 5.120000000000000000e+02 7.624000000000000000e+03
1.023000000000000000e+03 1.024000000000000000e+03 1.626800000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
8.290000000000000000e+02 1.024000000000000000e+03 1.292800000000000000e+04
1.015000000000000000e+03 1.024000000000000000e+03 1.609200000000000000e+04
1.811000000000000000e+03 2.048000000000000000e+03 3.286400000000000000e+04
1.600000000000000000e+03 2.048000000000000000e+03 2.831200000000000000e+04
7.890000000000000000e+02 1.024000000000000000e+03 1.234400000000000000e+04
1.578000000000000000e+03 2.048000000000000000e+03 2.801200000000000000e+04
1.044000000000000000e+03 1.024000000000000000e+03 1.648800000000000000e+04
1.033000000000000000e+03 1.024000000000000000e+03 1.634400000000000000e+04
1.046000000000000000e+03 1.024000000000000000e+03 1.650800000000000000e+04
5.680000000000000000e+02 5.120000000000000000e+02 7.624000000000000000e+03
9.320000000000000000e+02 1.024000000000000000e+03 1.482400000000000000e+04
1.039000000000000000e+03 1.024000000000000000e+03 1.646000000000000000e+04
7.960000000000000000e+02 1.024000000000000000e+03 1.246400000000000000e+04
1.560000000000000000e+03 2.048000000000000000e+03 2.780800000000000000e+04
8.050000000000000000e+02 1.024000000000000000e+03 1.252400000000000000e+04
7.900000000000000000e+02 1.024000000000000000e+03 1.240800000000000000e+04
1.042000000000000000e+03 1.024000000000000000e+03 1.647600000000000000e+04
2.920000000000000000e+02 2.560000000000000000e+02 3.356000000000000000e+03
1.043000000000000000e+03 1.024000000000000000e+03 1.648000000000000000e+04
1.562000000000000000e+03 2.048000000000000000e+03 2.782000000000000000e+04
1.825000000000000000e+03 2.048000000000000000e+03 3.298800000000000000e+04
1.040000000000000000e+03 1.024000000000000000e+03 1.646400000000000000e+04
5.350000000000000000e+02 5.120000000000000000e+02 7.292000000000000000e+03
9.470000000000000000e+02 1.024000000000000000e+03 1.502000000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
1.050000000000000000e+03 1.024000000000000000e+03 1.655600000000000000e+04
1.507000000000000000e+03 2.048000000000000000e+03 2.710400000000000000e+04
8.050000000000000000e+02 1.024000000000000000e+03 1.253600000000000000e+04
1.747000000000000000e+03 2.048000000000000000e+03 3.209200000000000000e+04
1.568000000000000000e+03 2.048000000000000000e+03 2.786400000000000000e+04
1.055000000000000000e+03 1.024000000000000000e+03 1.662000000000000000e+04
1.901000000000000000e+03 2.048000000000000000e+03 3.468800000000000000e+04
1.058000000000000000e+03 1.024000000000000000e+03 1.661200000000000000e+04
8.560000000000000000e+02 1.024000000000000000e+03 1.321600000000000000e+04
1.494000000000000000e+03 2.048000000000000000e+03 2.700000000000000000e+04
1.036000000000000000e+03 1.024000000000000000e+03 1.643200000000000000e+04
8.850000000000000000e+02 1.024000000000000000e+03 1.420000000000000000e+04
1.504000000000000000e+03 2.048000000000000000e+03 2.708800000000000000e+04
8.100000000000000000e+02 1.024000000000000000e+03 1.256400000000000000e+04
1.072000000000000000e+03 1.024000000000000000e+03 1.674400000000000000e+04
8.090000000000000000e+02 1.024000000000000000e+03 1.264000000000000000e+04
9.220000000000000000e+02 1.024000000000000000e+03 1.473200000000000000e+04
1.011000000000000000e+03 1.024000000000000000e+03 1.615600000000000000e+04
1.018000000000000000e+03 1.024000000000000000e+03 1.623200000000000000e+04
9.280000000000000000e+02 1.024000000000000000e+03 1.480000000000000000e+04
1.312000000000000000e+03 2.048000000000000000e+03 2.376000000000000000e+04
5.540000000000000000e+02 5.120000000000000000e+02 7.524000000000000000e+03
1.670000000000000000e+03 2.048000000000000000e+03 3.090400000000000000e+04
5.630000000000000000e+02 5.120000000000000000e+02 7.584000000000000000e+03
9.170000000000000000e+02 1.024000000000000000e+03 1.469600000000000000e+04
5.630000000000000000e+02 5.120000000000000000e+02 7.708000000000000000e+03
9.860000000000000000e+02 1.024000000000000000e+03 1.575600000000000000e+04
9.920000000000000000e+02 1.024000000000000000e+03 1.582400000000000000e+04
1.557000000000000000e+03 2.048000000000000000e+03 2.779200000000000000e+04
1.043000000000000000e+03 1.024000000000000000e+03 1.648000000000000000e+04
9.150000000000000000e+02 1.024000000000000000e+03 1.468400000000000000e+04
9.300000000000000000e+02 1.024000000000000000e+03 1.481200000000000000e+04
9.940000000000000000e+02 1.024000000000000000e+03 1.583600000000000000e+04
1.569000000000000000e+03 2.048000000000000000e+03 2.789600000000000000e+04
1.075000000000000000e+03 1.024000000000000000e+03 1.682000000000000000e+04
5.590000000000000000e+02 5.120000000000000000e+02 7.552000000000000000e+03
1.075000000000000000e+03 1.024000000000000000e+03 1.684400000000000000e+04
8.500000000000000000e+02 1.024000000000000000e+03 1.314800000000000000e+04
9.990000000000000000e+02 1.024000000000000000e+03 1.587200000000000000e+04
9.880000000000000000e+02 1.024000000000000000e+03 1.579200000000000000e+04
1.074000000000000000e+03 1.024000000000000000e+03 1.682800000000000000e+04
1.041000000000000000e+03 1.024000000000000000e+03 1.647200000000000000e+04
1.043000000000000000e+03 1.024000000000000000e+03 1.648000000000000000e+04
5.380000000000000000e+02 5.120000000000000000e+02 7.336000000000000000e+03
1.574000000000000000e+03 2.048000000000000000e+03 2.793200000000000000e+04
5.470000000000000000e+02 5.120000000000000000e+02 7.392000000000000000e+03
1.026000000000000000e+03 1.024000000000000000e+03 1.628400000000000000e+04
5.560000000000000000e+02 5.120000000000000000e+02 7.488000000000000000e+03
1.085000000000000000e+03 1.024000000000000000e+03 1.703200000000000000e+04
5.360000000000000000e+02 5.120000000000000000e+02 7.308000000000000000e+03
5.610000000000000000e+02 5.120000000000000000e+02 7.576000000000000000e+03
9.320000000000000000e+02 1.024000000000000000e+03 1.483200000000000000e+04
9.290000000000000000e+02 1.024000000000000000e+03 1.480800000000000000e+04
1.005000000000000000e+03 1.024000000000000000e+03 1.608800000000000000e+04
9.630000000000000000e+02 1.024000000000000000e+03 1.514400000000000000e+04
1.574000000000000000e+03 2.048000000000000000e+03 2.790800000000000000e+04
1.840000000000000000e+03 2.048000000000000000e+03 3.329600000000000000e+04
1.079000000000000000e+03 1.024000000000000000e+03 1.686400000000000000e+04
1.002000000000000000e+03 1.024000000000000000e+03 1.591600000000000000e+04
1.870000000000000000e+03 2.048000000000000000e+03 3.361200000000000000e+04
1.051000000000000000e+03 1.024000000000000000e+03 1.656000000000000000e+04
5.380000000000000000e+02 5.120000000000000000e+02 7.308000000000000000e+03
1.054000000000000000e+03 1.024000000000000000e+03 1.658800000000000000e+04
1.565000000000000000e+03 2.048000000000000000e+03 2.784800000000000000e+04
9.900000000000000000e+02 1.024000000000000000e+03 1.581600000000000000e+04
1.435000000000000000e+03 2.048000000000000000e+03 2.601200000000000000e+04
8.020000000000000000e+02 1.024000000000000000e+03 1.250800000000000000e+04
1.028000000000000000e+03 1.024000000000000000e+03 1.636400000000000000e+04
1.053000000000000000e+03 1.024000000000000000e+03 1.658400000000000000e+04
1.011000000000000000e+03 1.024000000000000000e+03 1.603600000000000000e+04
1.701000000000000000e+03 2.048000000000000000e+03 3.121200000000000000e+04
1.584000000000000000e+03 2.048000000000000000e+03 2.805600000000000000e+04
5.440000000000000000e+02 5.120000000000000000e+02 7.376000000000000000e+03
9.150000000000000000e+02 1.024000000000000000e+03 1.468400000000000000e+04
1.053000000000000000e+03 1.024000000000000000e+03 1.658400000000000000e+04
2.057000000000000000e+03 2.048000000000000000e+03 3.684400000000000000e+04
1.519000000000000000e+03 2.048000000000000000e+03 2.721600000000000000e+04
1.685000000000000000e+03 2.048000000000000000e+03 3.108000000000000000e+04
1.004000000000000000e+03 1.024000000000000000e+03 1.598400000000000000e+04
1.018000000000000000e+03 1.024000000000000000e+03 1.620400000000000000e+04
1.580000000000000000e+03 2.048000000000000000e+03 2.803200000000000000e+04
1.775000000000000000e+03 2.048000000000000000e+03 3.239600000000000000e+04
1.005000000000000000e+03 1.024000000000000000e+03 1.600000000000000000e+04
1.057000000000000000e+03 1.024000000000000000e+03 1.668800000000000000e+04
1.056000000000000000e+03 1.024000000000000000e+03 1.660000000000000000e+04
1.077000000000000000e+03 1.024000000000000000e+03 1.695200000000000000e+04
1.070000000000000000e+03 1.024000000000000000e+03 1.678000000000000000e+04
1.034000000000000000e+03 1.024000000000000000e+03 1.642400000000000000e+04
1.019000000000000000e+03 1.024000000000000000e+03 1.623600000000000000e+04
1.554000000000000000e+03 2.048000000000000000e+03 2.774000000000000000e+04
1.562000000000000000e+03 2.048000000000000000e+03 2.782000000000000000e+04
5.390000000000000000e+02 5.120000000000000000e+02 7.312000000000000000e+03
8.920000000000000000e+02 1.024000000000000000e+03 1.429600000000000000e+04
1.036000000000000000e+03 1.024000000000000000e+03 1.643200000000000000e+04
1.468000000000000000e+03 2.048000000000000000e+03 2.636000000000000000e+04
1.047000000000000000e+03 1.024000000000000000e+03 1.651600000000000000e+04
1.597000000000000000e+03 2.048000000000000000e+03 2.829600000000000000e+04
8.960000000000000000e+02 1.024000000000000000e+03 1.435200000000000000e+04
1.085000000000000000e+03 1.024000000000000000e+03 1.703200000000000000e+04
1.442000000000000000e+03 2.048000000000000000e+03 2.607600000000000000e+04
9.500000000000000000e+02 1.024000000000000000e+03 1.505200000000000000e+04
5.800000000000000000e+02 5.120000000000000000e+02 7.856000000000000000e+03
1.804000000000000000e+03 2.048000000000000000e+03 3.281600000000000000e+04
1.054000000000000000e+03 1.024000000000000000e+03 1.658800000000000000e+04
9.510000000000000000e+02 1.024000000000000000e+03 1.506800000000000000e+04
1.043000000000000000e+03 1.024000000000000000e+03 1.648400000000000000e+04
2.000000000000000000e+03 2.048000000000000000e+03 3.617600000000000000e+04
1.434000000000000000e+03 2.048000000000000000e+03 2.599600000000000000e+04
