2.480000000000000000e+03 2.560000000000000000e+02 2.730000000000000000e+02
1.908000000000000000e+03 1.280000000000000000e+02 2.130000000000000000e+02
5.320000000000000000e+02 6.400000000000000000e+01 8.600000000000000000e+01
1.444000000000000000e+03 1.280000000000000000e+02 1.780000000000000000e+02
4.320000000000000000e+02 3.200000000000000000e+01 1.000000000000000000e+02
1.312000000000000000e+03 1.280000000000000000e+02 1.730000000000000000e+02
1.652000000000000000e+03 1.280000000000000000e+02 2.180000000000000000e+02
1.008000000000000000e+03 1.280000000000000000e+02 1.240000000000000000e+02
1.572000000000000000e+03 1.280000000000000000e+02 2.140000000000000000e+02
3.008000000000000000e+03 2.560000000000000000e+02 3.180000000000000000e+02
1.364000000000000000e+03 1.280000000000000000e+02 1.650000000000000000e+02
4.480000000000000000e+02 3.200000000000000000e+01 9.300000000000000000e+01
2.524000000000000000e+03 2.560000000000000000e+02 2.640000000000000000e+02
6.560000000000000000e+02 6.400000000000000000e+01 1.070000000000000000e+02
1.156000000000000000e+03 1.280000000000000000e+02 1.630000000000000000e+02
9.720000000000000000e+02 1.280000000000000000e+02 1.330000000000000000e+02
9.480000000000000000e+02 6.400000000000000000e+01 1.400000000000000000e+02
1.364000000000000000e+03 1.280000000000000000e+02 1.640000000000000000e+02
7.640000000000000000e+02 6.400000000000000000e+01 1.170000000000000000e+02
1.136000000000000000e+03 1.280000000000000000e+02 1.500000000000000000e+02
1.244000000000000000e+03 1.280000000000000000e+02 1.700000000000000000e+02
7.680000000000000000e+02 6.400000000000000000e+01 1.220000000000000000e+02
7.680000000000000000e+02 6.400000000000000000e+01 1.160000000000000000e+02
6.720000000000000000e+02 6.400000000000000000e+01 1.110000000000000000e+02
6.160000000000000000e+02 6.400000000000000000e+01 1.070000000000000000e+02
8.200000000000000000e+02 6.400000000000000000e+01 1.300000000000000000e+02
1.760000000000000000e+03 1.280000000000000000e+02 2.170000000000000000e+02
5.000000000000000000e+02 6.400000000000000000e+01 8.900000000000000000e+01
2.348000000000000000e+03 2.560000000000000000e+02 2.700000000000000000e+02
5.640000000000000000e+02 6.400000000000000000e+01 9.600000000000000000e+01
1.460000000000000000e+03 1.280000000000000000e+02 2.000000000000000000e+02
1.496000000000000000e+03 1.280000000000000000e+02 1.940000000000000000e+02
6.200000000000000000e+02 6.400000000000000000e+01 1.100000000000000000e+02
8.360000000000000000e+02 6.400000000000000000e+01 1.290000000000000000e+02
2.760000000000000000e+02 3.200000000000000000e+01 6.500000000000000000e+01
1.648000000000000000e+03 1.280000000000000000e+02 2.010000000000000000e+02
1.344000000000000000e+03 1.280000000000000000e+02 1.660000000000000000e+02
1.212000000000000000e+03 1.280000000000000000e+02 1.620000000000000000e+02
1.444000000000000000e+03 1.280000000000000000e+02 1.770000000000000000e+02
2.360000000000000000e+02 1.600000000000000000e+01 6.300000000000000000e+01
1.364000000000000000e+03 1.280000000000000000e+02 1.790000000000000000e+02
6.880000000000000000e+02 6.400000000000000000e+01 1.140000000000000000e+02
1.080000000000000000e+03 1.280000000000000000e+02 1.500000000000000000e+02
5.640000000000000000e+02 6.400000000000000000e+01 9.200000000000000000e+01
7.360000000000000000e+02 6.400000000000000000e+01 1.340000000000000000e+02
6.080000000000000000e+02 6.400000000000000000e+01 1.010000000000000000e+02
8.400000000000000000e+02 6.400000000000000000e+01 1.220000000000000000e+02
2.288000000000000000e+03 2.560000000000000000e+02 2.590000000000000000e+02
2.800000000000000000e+03 2.560000000000000000e+02 2.970000000000000000e+02
1.152000000000000000e+03 1.280000000000000000e+02 1.570000000000000000e+02
8.960000000000000000e+02 6.400000000000000000e+01 1.330000000000000000e+02
9.520000000000000000e+02 6.400000000000000000e+01 1.350000000000000000e+02
1.048000000000000000e+03 1.280000000000000000e+02 1.280000000000000000e+02
